1,ear,n. 耳朵，耳状物，听力，听觉,69,escape,n.& vi.逃跑，逃脱
2,early,a. 早的 ad. 早地,70,especially,ad. 特别，尤其
3,earn,vt. 挣得，赚得,71,essay,n. 散文，文章，随笔
4,earth,n. 地球，土，泥，大地,72,Europe,n. 欧洲
5,earthquake,n.地震,73,European,a.欧洲的，欧洲人的 n. 欧洲人
6,east,a. 东方的，东部的，朝东的， ad. 在东方，向东方，从东方,74,evaluate,v.评价，估价
7,Easter,n. 复活节,75,eve,（宗教节日或假日的）前夜，除夕
8,eastern,a.东方的，东部的,76,even,ad.甚至，连（……都），更
9,easy,a. 容易的，不费力的,77,evening,n. 傍晚，晚上
10,eat, v. 吃,78,event,n. 事件，大事
11,ecology,生态学,79,eventually,ad.最终地
12,edge,n. 边缘,80,ever,ad.曾经，无论何时
13,edition,n. （发行物的）版，版（本）,81,every,a.每一，每个的
14,editor,n. 编辑,82,everybody,每人
15,educate,vt. 教育，培养,83,everyday,a. 每日的， 日常的
16,education,n. 教育，培养,84,everyone,每人，人人
17,effect,n. 效果，作用,85,everything,每件事
18,effort,n. 努力，艰难的尝试,86,everywhere,到处
19,egg,n. 蛋，卵,87,evidence,n.证据 v.证实
20,eight,num. 八,88,evolution,n.进化，演变
21,either,a. 两方任一方的，二者之一 conj. 二者之一，要么……,89,exact,a.精确的，确切的
22,either or,不是……就是，要么……要么ad. (用于否定句或短语后)也,90,examination,n. 考试，测试，检查，审查
23,elect,（投票）选举,91,examine,vt. 检查，诊察
24,electric,电的,92,example,n. 例子，榜样
25,electrical,电的,93,excellent,a. 极好的，优秀的
26,electricity,n. 电，电流,94,except,prep. 除……之外
27,electronic,a. 电子的,95,exchange,n. 交换，掉换，交流
28,elegant,文雅的，简洁的,96,excite,vt. 使兴奋，使激动
29,elephant,n. 象,97,exciting,a.（令人）激动的
30,eleven,num.十一,98,excuse,n. 借口，辩解 vt. 原谅，宽恕
31,else,ad. 别的，其他的,99,exercise,n. 锻炼，做操，练习，习题 vi. 锻炼
32,embarrass,v.使人窘迫/尴尬,100,exhibition,n. 展览，展览会
33,embassy,n.大使馆,101,exist,vi. 存在
34,emergency,n. 紧急情况或状态,102,existence,n. 存在， 生存， 存在物
35,emperor,n.皇帝,103,exit,n. 出口，太平门
36,employ,vt. 雇佣,104,expand,v.扩展，使。。。变大
37,empty,a. 空的,105,expect,vt. 预料，盼望，认为
38,encourage,vt. 鼓励,106,expectation,n. 预料，期望
39,end,n.末尾，终点，结束 v. 结束，终止,107,expense,n. 消费，支出
40,ending,结局，结尾,108,expensive,a. 昂贵的
41,enemy,n. 敌人，敌军,109,experience,n. 经验，经历
42,energetic,a. 精力旺盛的,110,experiment,n. 实验
43,energy,n. 精力，能量,111,expert,n. 专家，能手
44,engine,n. 发动机，引擎,112,explain,vt. 解释，说明
45,engineer,n. 工程师，技师,113,explanation,n. 解释，说明
46,England,n. 英格兰,114,explode,v. （使）爆炸
47,English,n. 英语,115,exploit,vt. 开采，开发，利用，剥削
48,Englishman,n.英国人,116,explore,n. 探险者
49,enjoy,vt. 欣赏，喜欢,117,export,v.出口
50,enjoyable,a. 愉快的，有趣的,118,expose,vt. 揭露
51,enlarge,vt. 扩大,119,express,vt. 表达，表示，表情 n. 快车，特快专递
52,enough,n. 足够，充足 a. 足够的，充分的ad. 足够地，充分地,120,expression,n. 表达，词句，表示，说法，表情
53,enter,vt. 进入,121,extension,n.伸展，延期
54,enterprise,n. 企（事）业单位,122,extra,a. 额外的，外加的
55,entertainment,n.娱乐,123,extraordinary,a. 离奇的， 使人惊奇的
56,enthusiastic,a.狂热的，热心的,124,extreme,a.极其的
57,entire,a. 整个的，全部的,125,extremely,ad. 极其，非常
58,entrance,n. 入口，入场，进入的权利;入学许可,126,eye,n.眼睛，视力
59,entry,n. 进入,127,eyesight,n. 视力，视觉
60,envelope,n.信封,128,face,n. 脸 vt. 面向，面对
61,environment,n环境,129,facial,a.面部用的
62,envy,vt.& n. 忌妒， 羡慕,130,fact,n. 事实，现实
63,equal,a.平等的 vt. 等于，使等于,131,factory,n. 工厂
64,equality,n.平等,132,fade,vi. 褪色，（颜色）消退
65,equip,vt. 提供设备，装备，配备,133,fail,v.失败，不及格，衰退
66,equipment,n. 装备，设备,134,failure,n.失败
67,eraser,n.橡皮擦,135,fair,a.公平的，合理的a.(肤色)白皙的， （人）白肤金发的n.集市，庙会，展览会
68,erupt,v.喷发，爆发,,,
